,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
215,Revenue Center 1st Medicare Secondary Payer Paid Amount,"Effective with NCH version I, the amount paid by the primary payer when the payer is primary to Medicare (Medicare is secondary). Note 1: This field is populated for those claims that are required to process through outpatient PPS Pricer. The types of bills (TOB) required to process through are: 12X, 13X, 14X (except Maryland providers, Indian health providers, hospitals located in American Samoa, Guam, and Saipan, and critical access hospitals (CAH)); 76X; 75X and 34X if certain HCPCS are on the bill; and any outpatient type of bill with a condition code 07 and certain HCPCS. These claim types could have lines that are not required to price under OPPS rules so those lines would not have data in this field. Additional exception: Virgin Island hospitals and hospitals that furnish only inpatient Part B services with dates of service 1/1/02 and forward. Note 2: It has been discovered that this field may be populated with data on claims with dates of service prior to 7/00 (implementation of claim line expansion OPPS/HHPPS). The original understanding of the new revenue center fields was that data would be populated on claims with dates of service 7/00 and forward. Data has been found in claims with dates of service prior to 7/00 because the standard systems have processed any claim coming in 7/00 and after, meeting the above criteria, through the Outpatient Code Editor (OCE) regardless of the dates of service. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_INSTNL_MSP1_PD_AMT')).amount.value,17,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_MSP1_PD_AMT,,"['FISS', 'NCH']",,,['REV_CNTR_1ST_MSP_PD_AMT'],['CMS']
216,Revenue Center 2nd Medicare Secondary Payer Paid Amount,"Effective with NCH version I, the amount paid by the secondary payer when two payers are primary to Medicare (Medicare is the tertiary payer). Note 1: This field is populated for those claims that are required to process through outpatient PPS Pricer. The types of bills (TOB) required to process through are: 12X, 13X, 14X (except Maryland providers, Indian health providers, hospitals located in American Samoa, Guam, and Saipan, and critical access hospitals (CAH)); 76X; 75X and 34X if certain HCPCS are on the bill; and any outpatient type of bill with a condition code 07 and certain HCPCS. These claim types could have lines that are not required to price under OPPS rules so those lines would not have data in this field. Additional exception: Virgin Island hospitals and hospitals that furnish only inpatient Part B services with dates of service 1/1/02 and forward. Note 2: It has been discovered that this field may be populated with data on claims with dates of service prior to 7/00 (implementation of claim line expansion OPPS/HHPPS). The original understanding of the new revenue center fields was that data would be populated on claims with dates of service 7/00 and forward. Data has been found in claims with dates of service prior to 7/00 because the standard systems have processed any claim coming in 7/00 and after, meeting the above criteria, through the Outpatient Code Editor (OCE) regardless of the dates of service. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_INSTNL_MSP2_PD_AMT')).amount.value,14.21,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_MSP2_PD_AMT,,"['FISS', 'NCH']",,,['REV_CNTR_2ND_MSP_PD_AMT'],['CMS']
217,Revenue Center Date,Revenue center date for the institutional line item.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.servicedDate,2025-01-01,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_REV_CTR_DT,,"['FISS', 'NCH']",,['CCLF2.CLM_LINE_INSTNL_REV_CTR_DT'],['REV_CNTR_DT'],"['Basis', 'Regular', 'CMS']"
218,Claim Active Care From Date,The date the beneficiary's from-date of active care begins.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='admissionperiod').timing.start,2021-01-01,This element (forming admissionperiod) is not available for some HHA claims due to a CMS data limitation.,V2_MDCR_CLM_DT_SGNTR,CLM_ACTV_CARE_FROM_DT,,"['FISS', 'NCH']",,['CCLFA.CLM_ACTV_CARE_FROM_DT'],"['CLM_HOSPC_START_DT_ID', 'CLM_ADMSN_DT']","['Basis', 'Regular', 'CMS']"
219,Beneficiary Discharge Date,"The date the beneficiary was discharged from the facility (hospital, skilled nursing facility, home health agency, or hospice). [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='admissionperiod').timing.end,2021-01-02,This element (forming admissionperiod) is not available for some HHA claims due to a CMS data limitation.,V2_MDCR_CLM_DT_SGNTR,CLM_DSCHRG_DT,,"['FISS', 'NCH']",,,['NCH_BENE_DSCHRG_DT'],"['Basis', 'Regular', 'CMS']"
220,Claim Admission Type Code,The code indicating the type and priority of an inpatient or outpatient admission associated with the service on an intermediary submitted claim.,ExplanationOfBenefit,"['Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='admtype').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADMSN-TYPE-CD').code,3,,V2_MDCR_CLM_INSTNL,CLM_ADMSN_TYPE_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADMSN-TYPE-CD,['CCLF1.CLM_ADMSN_TYPE_CD'],['CLM_IP_ADMSN_TYPE_CD'],"['Basis', 'Regular', 'CMS']"
221,Claim Submission Date,(1) The date the fiscal intermediary received the institutional claim from the provider. [NCH] (2) The date the carrier receives the non-institutional claim. [NCH],ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='clmrecvddate').timing,2020-01-13,,V2_MDCR_CLM_DT_SGNTR,CLM_SUBMSN_DT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,,"['Basis', 'Regular', 'CMS']"
222,Patient Discharge Status Code,The code used to identify the status of the patient as of the claim through date. [NCH],ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='discharge-status').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD').code,06,"The two CCW variables here represent the same concept, but only one code system is enumerated here.",V2_MDCR_CLM_INSTNL,BENE_PTNT_STUS_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/BENE-PTNT-STUS-CD,['CCLF1.BENE_PTNT_STUS_CD'],"['NCH_PTNT_STATUS_IND_CD', 'PTNT_DSCHRG_STUS_CD']","['Basis', 'Regular', 'CMS']"
223,Claim Diagnosis Related Group Code,"On an institutional claim, the code that identifies the diagnosis related group to which a beneficiary stay is classified for payment purposes. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='drg').code.coding.where(system='https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/AcuteInpatientPPS/MS-DRG-Classifications-and-Software').code,460,,V2_MDCR_CLM_INSTNL,DGNS_DRG_CD,,"['FISS', 'NCH']",,['CCLF1.DGNS_DRG_CD'],['CLM_DRG_CD'],"['Basis', 'Regular', 'CMS']"
224,Blood Pints Furnished Quantity,A quantity indicating the whole pints of blood furnished to a beneficiary.,ExplanationOfBenefit,"['Carrier', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BLOOD_PT_FRNSH_QTY').exists()).value.value,15,,V2_MDCR_CLM,CLM_BLOOD_PT_FRNSH_QTY,,['NCH'],,,['NCH_BLOOD_PNTS_FRNSHD_QTY'],['CMS']
225,MCO Paid Switch,A switch indicating whether or not a Managed Care Organization (MCO) has paid the provider for an institutional claim. [NCH],ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_MDCR_INSTNL_MCO_PD_SW').exists()).code.coding.code,1,,V2_MDCR_CLM_INSTNL,CLM_MDCR_INSTNL_MCO_PD_SW,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-INSTNL-MCO-PD-SW,,['CLM_MCO_PD_SW'],['CMS']
226,Source Admission Code,"The code indicating the means by which the beneficiary was admitted to the inpatient health care facility or SNF if the type of admission is (1) emergency, (2) urgent, or (3) elective. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='pointoforigin').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADMSN-SRC-CD').code,2,,V2_MDCR_CLM_INSTNL,CLM_ADMSN_SRC_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADMSN-SRC-CD,['CCLF1.CLM_ADMSN_SRC_CD'],['CLM_SRC_IP_ADMSN_CD'],"['Basis', 'Regular', 'CMS']"
227,Type of Bill Code,"The Type of Bill Code. Composed of a 0, followed by the Claim Facility Type Code, then the Claim Service Classification Type Code, and finally the Claim Frequency Code.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='typeofbill').code.coding.where(system='https://www.nubc.org/CodeSystem/TypeOfBill').code,0123,"This field is derived from 0 + CLM_BILL_FAC_TYPE_CD + CLM_BILL_CLSFCTN_CD + CLM_BILL_FREQ_CD because the codes are dependent upon one another, and require concatenation to be meaningful in a machine-readable format.",,,True,"['FISS', 'NCH']",,,,"['Basis', 'Regular', 'CMS']"
228,Bill Facility Type Code,A code identifying the type of facility that provided care to a beneficiary on an institutional claim. It is the first digit of the Type of Bill (TOB). Reference table: CLM_BILL_FAC_TYPE_CD,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='typeofbill').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-FAC-TYPE-CD').code,1,,V2_MDCR_CLM,CLM_BILL_FAC_TYPE_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-FAC-TYPE-CD,['CCLF1.CLM_BILL_FAC_TYPE_CD'],['CLM_FAC_TYPE_CD'],"['Basis', 'Regular', 'CMS']"
229,Claim Bill Classification Code,A code classifying the type of service provided to a beneficiary on an institutional claim. It is the second digit of the Type of Bill (TOB).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='typeofbill').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD').code,12,"Concatenated with the preceding digit, since meaning is dependent upon the previous column.",V2_MDCR_CLM,CLM_BILL_CLSFCTN_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-CLSFCTN-CD,['CCLF1.CLM_BILL_CLSFCTN_CD'],['CLM_SRVC_CLSFCTN_TYPE_CD'],"['Basis', 'Regular', 'CMS']"
230,Bill Frequency Code,A code indicating the sequence of an institutional claim in the beneficiary's current episode of care. It is the third digit of the Type of Bill (TOB).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBSupportingInfoType' and category.coding.code='typeofbill').code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-FREQ-CD').code,123,"Concatenated with the preceding two digits, since meaning is dependent upon those columns.",V2_MDCR_CLM,CLM_BILL_FREQ_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-BILL-FREQ-CD,['CCLF1.CLM_BILL_FREQ_CD'],['CLM_FREQ_CD'],"['Basis', 'Regular', 'CMS']"
231,Weekly Process Date,"The date the weekly NCH database load process cycle begins, during which the claim records are loaded into the nearline file. This date will always be a Friday, although the claims will actually be appended to the database subsequent to the date. (NCH)",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NCH_WKLY_PROC_DT').exists()).timing,2025-01-18,,V2_MDCR_CLM_DT_SGNTR,CLM_NCH_WKLY_PROC_DT,,['NCH'],,,['NCH_WKLY_PROC_DT'],['CMS']
232,Noncovered Stay From Date,"Effective with NCH version H, the beginning date of the beneficiary's noncovered stay (used for internal CWFMQA editing purposes). Note: During the version H conversion this field was populated with data throughout history (back to service year 1991). [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NCVRD_FROM_DT').exists()).timing,2025-01-01,,V2_MDCR_CLM_DT_SGNTR,CLM_NCVRD_FROM_DT,,['NCH'],,,['NCH_VRFD_NCVRD_STAY_FROM_DT'],['CMS']
233,Noncovered Stay Through Date,"Effective with NCH version H, the ending date of the beneficiary's noncovered stay (used for internal CWFMQA editing purposes). Note: During the NCH version H conversion this field was populated with data throughout history (back to service year 1991). [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_NCVRD_THRU_DT').exists()).timing,2025-01-02,,V2_MDCR_CLM_DT_SGNTR,CLM_NCVRD_THRU_DT,,['NCH'],,,['NCH_VRFD_NCVRD_STAY_THRU_DT'],['CMS']
234,Qualified Stay From Date,"The beginning date of the beneficiary's qualifying stay (used for internal CWFMQA editing purposes). For inpatient claims, the date relates to the PPS portion of the inlier for which there is no utilization to benefits. For SNF claims, the date relates to a qualifying stay from a hospital that is at least two days in a row if the source of admission is an A, or at least three days in a row if the source of admission is other than A. [HRMZ] Note: During the NCH version H conversion this field was populated with data throughout history (back to service year 1991).",ExplanationOfBenefit,"['HHA', 'Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_QLFY_STAY_FROM_DT').exists()).timing,2025-01-02,,V2_MDCR_CLM_DT_SGNTR,CLM_QLFY_STAY_FROM_DT,,"['FISS', 'NCH']",,,['NCH_QLFYD_STAY_FROM_DT'],['CMS']
235,Qualified Stay Through Date,"The ending date of the beneficiary's qualifying stay (used for internal CWFMQA editing purposes). For inpatient claims, the date relates to the PPS portion of the inlier for which there is no utilization to benefits. For SNF claims, the date relates to a qualifying stay from a hospital that is at least two days in a row if the source of admission is an A, or at least three days in a row if the source of admission is other than A. [HRMZ] Note: During the NCH version H conversion this field was populated with data throughout history (back to service year 1991). [NCH]",ExplanationOfBenefit,"['HHA', 'Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_QLFY_STAY_THRU_DT').exists()).timing,2025-01-01,,V2_MDCR_CLM_DT_SGNTR,CLM_QLFY_STAY_THRU_DT,,"['FISS', 'NCH']",,,['CLM_QLFY_STAY_THRU_DT'],['CMS']
236,Covered Care Through Date,The date on a claim for which the covered level of care ended in a general hospital or the active care ended in a psychiatric/TB hospital.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_ACTV_CARE_THRU_DT').exists()).timing,2025-01-11,,V2_MDCR_CLM_DT_SGNTR,CLM_ACTV_CARE_THRU_DT,,['NCH'],,,['NCH_ACTV_OR_CVRD_LVL_CARE_THRU'],['CMS']
237,Medicare Benefits Exhausted Date,The date the beneficiary's Medicare benefits were exhausted. [NCH],ExplanationOfBenefit,"['Hospice', 'Inpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_MDCR_EXHSTD_DT').exists()).timing,2025-01-11,,V2_MDCR_CLM_DT_SGNTR,CLM_MDCR_EXHSTD_DT,,['NCH'],,,['NCH_BENE_MDCR_BNFTS_EXHTD_DT_I'],['CMS']
238,FI Claim Action Code,The type of action requested by the intermediary to be taken on an institutional claim.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_FI_ACTN_CD').exists()).code.coding.code,1,,V2_MDCR_CLM_INSTNL,CLM_FI_ACTN_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-FI-ACTN-CD,,['FI_CLM_ACTN_CD'],['CMS']
239,Lifetime Reserved Days Used Count,"The number of lifetime reserve days that the beneficiary has elected to use during the period covered by the institutional claim. Under Medicare, each beneficiary has a one-time reserve of sixty additional days of inpatient hospital coverage that can be used after 90 days of inpatient care have been provided in a single benefit period. This count is used to subtract from the total number of lifetime reserve days that a beneficiary has available.",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_LRD_USE_CNT').exists()).value,7,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_LRD_USE_CNT,,"['FISS', 'NCH']",,,['BENE_LRD_USED_CNT'],['CMS']
240,Claim Uncompensated Care Payment Amount,This is a payment for DSH hospitals as part of Section 3133 of the ACA. It represents the uncompensated care amount of the payment.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_HIPPS_UNCOMPD_CARE_AMT').exists()).amount.value,15,,V2_MDCR_CLM_INSTNL,CLM_HIPPS_UNCOMPD_CARE_AMT,,"['FISS', 'NCH']",,['CCLF1.CLM_HIPPS_UNCOMPD_CARE_AMT'],['CLM_UNCOMPD_CARE_PMT_AMT'],['CMS']
241,Total Coinsurance Days Count,"The count of the total number of coinsurance days involved with the beneficiary's stay in a facility. [NCH, HRMZ] For Medicaid, the number of covered inpatient hospital days occurring after the 60th day and before the 91st day, or the number of covered inpatient skilled nursing facility days occurring after the 20th day and before the 101st day of the benefit period. [HRMZ]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_INSTNL_MDCR_COINS_DAY_CNT').exists()).value,3,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_MDCR_COINS_DAY_CNT,,"['FISS', 'NCH']",,,['BENE_TOT_COINSRNC_DAYS_CNT'],['CMS']
242,Claim Disposition Code,A code indicating the disposition or outcome of a processed claim record. Reference table: CLM_DISP_CD,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_DISP_CD').exists()).code.coding.code,01,,V2_MDCR_CLM,CLM_DISP_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-DISP-CD,"['CCLF5.CLM_DISP_CD', 'CCLF6.CLM_DISP_CD']",['CLM_DISP_CD'],['CMS']
243,Total Charge Amount,An amount totaling the sum of all the line item submitted charges on a claim.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.total.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication').exists() and category.coding.where(code='CLM_SBMT_CHRG_AMT').exists() ).amount.value,9001.55,,V2_MDCR_CLM,CLM_SBMT_CHRG_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,['CCLF1.CLM_MDCR_INSTNL_TOT_CHRG_AMT'],"['NCH_CARR_CLM_SBMTD_CHRG_AMT', 'CLM_TOT_CHRG_AMT']","['Regular', 'CMS']"
244,Non Utilization Day Count,The number of inpatient days of care not covered by the primary provider or by Medicare facility utilization. [HRMZ],ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_INSTNL_NCVRD_DAY_CNT').exists()).value,4,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_NCVRD_DAY_CNT,,"['FISS', 'NCH']",,,['CLM_NON_UTLZTN_DAYS_CNT'],['CMS']
245,Pass Through Per Diem Amount,"The maximum amount a provider can be paid for each day of care. [HRMZ] For Medicare IP, the amount of the established reimbursable costs for the current year divided by the estimated Medicare days for the current year (all PPS claims), as calculated by the FI and reimbursement staff. Items reimbursed as a pass through include capital-related costs; direct medical education costs; kidney acquisition costs for hospitals approved as RTCs; and bad debts (per Provider Reimbursement Manual, Part 1, Section 2405.2). Note: Pass through amounts are not included in the claim payment amount. [NCH, HRMZ]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_INSTNL_PER_DIEM_AMT').exists()).amount.value,5,,V2_MDCR_CLM_INSTNL,CLM_INSTNL_PER_DIEM_AMT,,"['FISS', 'NCH']",,['CCLFA.CLM_INSTNL_PER_DIEM_AMT'],['CLM_PASS_THRU_PER_DIEM_AMT'],['CMS']
246,Claim Non Payment Reason Code,"The reason that no Medicare payment is made for services on an institutional claim. Note: Effective with NCH version I, this field was put on all institutional claim types. Note 1: This field was put on all institutional claim types but data did not start coming in on OP/HHA/hospice until 4/1/02. Prior to 4/1/02, data only came in on inpatient/SNF claims. Note 2: Effective 4/1/02, this field was also expanded to two bytes to accommodate new values. The NCH nearline file did not expand the current 1-byte field but instituted a crosswalk of the 2-byte field to the 1-byte character value. See table of codes for the crosswalk. [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_MDCR_NPMT_RSN_CD').exists()).code.coding.code,P,,V2_MDCR_CLM_INSTNL,CLM_MDCR_NPMT_RSN_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-MDCR-NPMT-RSN-CD,['CCLF1.CLM_MDCR_NPMT_RSN_CD'],['CLM_MDCR_NON_PMT_RSN_CD'],['CMS']
247,Claim PPS Capital DRG Weight Number,"Effective 3/2/92, the number used to determine a transfer adjusted case mix index for capital PPS. The number is determined by multiplying the DRG weight times the discharge fraction. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_DRG_WT_NUM').exists()).value,1.08,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_DRG_WT_NUM,,"['FISS', 'NCH']",,,['CLM_PPS_CPTL_DRG_WT_NUM'],['CMS']
248,Claim PPS Capital Disproportionate Share Amount,"Effective 3/2/92, the amount of disproportionate share (rate reflecting indigent population served) portion of the PPS payment for capital. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_DSPRPRTNT_AMT').exists()).amount.value,15.11,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_DSPRPRTNT_AMT,,"['FISS', 'NCH']",,['CCLF1.CLM_MDCR_IP_PPS_DSPRPRTNT_AMT'],['CLM_PPS_CPTL_DSPRPRTNT_SHR_AMT'],['CMS']
249,Claim PPS Capital Exception Amount,"Effective 3/2/92, the capital PPS amount of exception payments provided for hospitals with inordinately high levels of capital obligations. Exception payments expire at the end of the 10-year transition period. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_EXCPTN_AMT').exists()).amount.value,11.5,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_EXCPTN_AMT,,"['FISS', 'NCH']",,,['CLM_PPS_CPTL_EXCPTN_AMT'],['CMS']
250,Claim PPS Capital FSP Amount,"Effective 3/2/92, the amount of the federal specific portion of the PPS payment for capital. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_CPTL_FSP_AMT').exists()).amount.value,11.81,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_CPTL_FSP_AMT,,"['FISS', 'NCH']",,,['CLM_PPS_CPTL_FSP_AMT'],['CMS']
251,Claim PPS Capital IME Amount,"Effective 3/2/92, the amount of the Indirect Medical Education (IME) portion of the PPS payment for capital. IME is a reimbursable amount for teaching hospitals only; an added amount passed by Congress to augment normal PPS payments for teaching hospitals to compensate them for higher patient costs resulting from medical education programs for interns and residents. [NCH]",ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_IP_PPS_CPTL_IME_AMT').exists()).amount.value,14.11,,V2_MDCR_CLM_INSTNL,CLM_MDCR_IP_PPS_CPTL_IME_AMT,,"['FISS', 'NCH']",,['CCLF1.CLM_MDCR_IP_PPS_CPTL_IME_AMT'],['CLM_PPS_CPTL_IME_AMT'],['CMS']
