,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
54,Catastrophic Coverage Indicator Code,Code indicating if the claim is catastrophic coverage.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-CTSTRPHC-CVRG-IND-CD').code,C,,V2_MDCR_CLM_LINE_RX,CLM_CTSTRPHC_CVRG_IND_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-CTSTRPHC-CVRG-IND-CD,,['CTSTRPHC_CVRG_CD'],['CMS']
55,Claim Adjustment Type Code,A CODE IDENTIFYING THE TYPE OF ADJUSTMENT RECORD REPRESENTED ON A CLAIM OR ENCOUNTER.    REFERENCE TABLE: CLM_ADJSTMT_TYPE_CD,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_ADJSTMT_TYPE_CD').exists()).code.coding.code,0,,V2_MDCR_CLM,CLM_ADJSTMT_TYPE_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-ADJSTMT-TYPE-CD,['CCLF7.CLM_ADJSMT_TYPE_CD'],['ADJSTMT_DLTN_CD'],"['Basis', 'Regular', 'CMS']"
56,Dispensing Status Code,Code indicating the dispensing status.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.code.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-DSPNSNG-STUS-CD').code,P,,V2_MDCR_CLM_LINE_RX,CLM_DSPNSNG_STUS_CD,,['DDPS'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-DSPNSNG-STUS-CD,['CCLF7.CLM_DSPNSNG_STUS_CD'],['DSPNSNG_STUS_CD'],['CMS']
57,Claim IDR Load Date,A DATE IDENTIFYING WHEN PART A AND PART B DATA ARE LOADED INTO THE INTEGRATED DATA REPOSITORY (IDR).,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_IDR_LD_DT').exists()).timing,2025-01-18,,V2_MDCR_CLM,CLM_IDR_LD_DT,,['DDPS'],,['CCLF7.CLM_IDR_LD_DT'],,['CMS']
58,RX Number,THE PHARMACYS INTERNAL INVOICE NUMBER ON PHARMACEUTICAL CLAIMS.,ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information' and code='CLM_LINE_RX_NUM').exists()).value,900001,,V2_MDCR_CLM_LINE,CLM_LINE_RX_NUM,,['DDPS'],,['CCLF7.CLM_LINE_RX_SRVC_RFRNC_NUM'],['RX_SRVC_RFRNC_NUM'],['CMS']
59,Noncovered Paid Amount,"THE NET AMOUNT PAID BY A PLAN FOR A NONCOVERED PRODUCT OR SERVICE, SUCH AS A NONCOVERED DRUG FOR PART D.",ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_NCVRD_PD_AMT')).amount.value,10.08,,V2_MDCR_CLM_LINE,CLM_LINE_NCVRD_PD_AMT,,['DDPS'],,,['NCVRD_PLAN_PD_AMT'],['CMS']
60,Other Third Party Paid Amount,"CLAIMIP- THE TOTAL AMOUNT PAID BY ALL SOURCES OTHER THAN MEDICAID, MEDICARE, AND THE RECIPIENTS PERSONAL FUNDS.",ExplanationOfBenefit,['Pharmacy'],ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_OTHR_TP_PD_AMT')).amount.value,10.05,,V2_MDCR_CLM_LINE,CLM_LINE_OTHR_TP_PD_AMT,,['DDPS'],,,['OTHR_TROOP_AMT'],['CMS']
61,The claim unique ID is a unique ID for the claim within the source system.,AN INTEGRATED DATA REPOSITORY (IDR) ASSIGNED SURROGATE KEY USED TO IDENTIFY A CLAIM.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.identifier.where(type.coding.system = 'http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBIdentifierType' and type.coding.code = 'uc' ).value,NON-UNIQUE-ID-HERE,,V2_MDCR_CLM,CLM_UNIQ_ID,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.CUR_CLM_UNIQ_ID', 'CCLF2.CUR_CLM_UNIQ_ID', 'CCLF3.CUR_CLM_UNIQ_ID', 'CCLF4.CUR_CLM_UNIQ_ID', 'CCLF5.CUR_CLM_UNIQ_ID', 'CCLF6.CUR_CLM_UNIQ_ID', 'CCLFA.CUR_CLM_UNIQ_ID', 'CCLFB.CUR_CLM_UNIQ_ID']",['CLM_ID'],"['Basis', 'Regular', 'CMS']"
62,Final Action Indicator,"A VALUE INDICATING A FINAL ACTION CLAIM.  VALID VALUES:   Y = FINAL ACTION CLAIM, NOT VOIDED.  N = NOT FINAL ACTION CLAIM",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.meta.tag.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Final-Action').code,FinalAction,,V2_MDCR_CLM,CLM_FINL_ACTN_IND,,"['FISS', 'MCS', 'NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/Final-Action,,,"['Basis', 'Regular', 'CMS']"
63,Claim Control Number,"AN IDENTIFIER ASSIGNED BY THE CLAIM PROCESSOR (I.E., MEDICARE ADMINISTRATIVE CONTRACTOR, PART D PLAN, OR ENCOUNTER DATA PROCESSING CONTRACTOR) TO A CLAIM.",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.identifier.where(system = 'https://bluebutton.cms.gov/identifiers/CLM-CNTL-NUM').value,DOOPITY-DOOP-DOOP,,V2_MDCR_CLM,CLM_CNTL_NUM,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.CLM_CNTL_NUM', 'CCLF5.CLM_CNTL_NUM', 'CCLF6.CLM_CNTL_NUM']","['CARR_CLM_CNTL_NUM', 'FI_DOC_CLM_CNTL_NUM']","['Basis', 'Regular', 'CMS']"
64,This field is the original identification value assigned.,A NUMBER IDENTIFYING THE ORIGINAL CLAIM CONTROL NUMBER (CCN) ON AN ADJUSTED CLAIM.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.related.where(relationship.coding.system = 'http://terminology.hl7.org/CodeSystem/ex-relatedclaimrelationship').reference.where(system='https://bluebutton.cms.gov/identifiers/CLM-CNTL-NUM').value,,,V2_MDCR_CLM,CLM_ORIG_CNTL_NUM,,"['FISS', 'MCS', 'NCH', 'VMS']",,['CCLF1.CLM_ORG_CNTL_NUM'],,"['Basis', 'Regular', 'CMS']"
65,Claim Type Code,A CODE IDENTIFYING THE SOURCE AND TYPE OF CLAIM SUBMITTED THROUGH THE MEDICARE OR MEDICAID PROGRAM.  FOR EXAMPLE:  60 = MEDICARE  NATIONAL CLAIMS HISTORY (NCH) INPATIENT CLAIM   8900 = MEDICAID FEE FOR SERVICE DENTAL     REFERENCE TABLE: CLM_TYPE_CD,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.type.coding.where(system = 'https://bluebutton.cms.gov/fhir/CodeSystem/CLM-TYPE-CD').code,72,,V2_MDCR_CLM,CLM_TYPE_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-TYPE-CD,"['CCLF1.CLM_TYPE_CD', 'CCLF2.CLM_TYPE_CD', 'CCLF3.CLM_TYPE_CD', 'CCLF4.CLM_TYPE_CD', 'CCLF5.CLM_TYPE_CD', 'CCLF6.CLM_TYPE_CD', 'CCLFA.CLM_TYPE_CD', 'CCLFB.CLM_TYPE_CD']",['NCH_CLM_TYPE_CD'],"['Basis', 'Regular', 'CMS']"
66,Beneficiary Source Key - On Claim,A UNIQUE NUMBER ASSIGNED BY THE ENROLLMENT DATA BASE (EDB) TO EACH EDB RECORD TO IDENTIFY A BENEFICIARY.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.patient.reference.substring(8),12345,,V2_MDCR_CLM,BENE_SK,,"['FISS', 'MCS', 'NCH', 'VMS']",,,,"['Basis', 'Regular', 'CMS']"
67,Claim From Date,A DATE IDENTIFYING THE FIRST DAY SERVICES ARE PROVIDED TO A BENEFICIARY.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.billablePeriod.start,2025-01-03,,V2_MDCR_CLM,CLM_FROM_DT,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.CLM_FROM_DT', 'CCLF2.CLM_FROM_DT', 'CCLF3.CLM_FROM_DT', 'CCLF4.CLM_FROM_DT', 'CCLF5.CLM_FROM_DT', 'CCLF6.CLM_FROM_DT']",['CLM_FROM_DT'],"['Basis', 'Regular', 'CMS']"
68,Claim Thru Date,"A DATE IDENTIFYING THE LAST DAY SERVICES ARE PROVIDED TO A BENEFICIARY.  NOTE: FOR DRUG CLAIMS, THIS DATE IS WHEN THE PRESCRIPTION WAS FILLED.",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.billablePeriod.end,2025-01-11,,V2_MDCR_CLM,CLM_THRU_DT,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.CLM_THRU_DT', 'CCLF2.CLM_THRU_DT', 'CCLF3.CLM_THRU_DT', 'CCLF4.CLM_THRU_DT', 'CCLF5.CLM_THRU_DT', 'CCLF6.CLM_THRU_DT']",['CLM_THRU_DT'],"['Basis', 'Regular', 'CMS']"
69,Claim Effective Date,A DATE CORRESPONDING TO THE NATIONAL CLAIM HISTORY (NCH) WEEKLY PROCESSING DATE AND USED IN FINAL ACTION PROCESSING TO IDENTIFY A VERSION OF A CLAIM. IT WILL ALWAYS BE A FRIDAY DATE.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.created,2025-01-18,,V2_MDCR_CLM,CLM_EFCTV_DT,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.CLM_EFCTV_DT', 'CCLF5.CLM_EFCTV_DT', 'CCLF6.CLM_EFCTV_DT']",,"['Basis', 'Regular', 'CMS']"
70,Claim IDR Load Date,A DATE IDENTIFYING WHEN PART A AND PART B DATA ARE LOADED INTO THE INTEGRATED DATA REPOSITORY (IDR).,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_IDR_LD_DT').exists()).timing,2025-01-18,,V2_MDCR_CLM,CLM_IDR_LD_DT,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.CLM_IDR_LD_DT', 'CCLF5.CLM_IDR_LD_DT', 'CCLF6.CLM_IDR_LD_DT']",,['CMS']
71,Claim Source ID,A UNIQUE NUMERIC VALUE ASSIGNED BY THE INTEGRATED DATA REPOSITORY (IDR) USED TO IDENTIFY THE SPECIFIC SOURCE OF THE DATA WHEN A ROW IS LOADED INTO THE IDR.    REFERENCE TABLE: V2_MDCR_META_DCTNRY_SRC,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.meta.tag.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/System-Type').value,,,V2_MDCR_CLM,CLM_SRC_ID,,"['FISS', 'MCS', 'NCH', 'VMS']",https://bluebutton.cms.gov/fhir/CodeSystem/System-Type,,,"['Basis', 'Regular', 'CMS']"
72,Source ID,Identifies the source system of the ExplanationOfBenefit data.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.meta.source,NCH,,V2_MDCR_CLM,META_SRC_SK,,"['FISS', 'MCS', 'NCH', 'VMS']",,,,"['Basis', 'Regular', 'CMS']"
73,Provider billing NPI number,"A NUMBER IDENTIFYING THE NATIONAL PROVIDER IDENTIFIER (NPI) OF THE BILLING PROVIDER ASSOCIATED WITH THE CLAIM, AS SOURCED FROM THE NATIONAL PLAN AND PROVIDER ENUMERATION SYSTEM (NPPES).     NOTE: THIS COLUMN IS POPULATED IF THE BILLING PROVIDER NPI ON THE CLAIM, AS PROVIDED BY THE SOURCE SYSTEM, CAN BE FOUND IN THE INTEGRATED DEPOSIT REPOSITORY (IDR) PROVIDER DATA AS SOURCED FROM NPPES.",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.contained.where(id = %root.provider.reference.substring(1)).identifier.where(system='http://hl7.org/fhir/sid/us-npi').value,1942945159,"CLM_BLG_PRVDR_NPI_NUM is in CCLF, but not always present. PRVDR_BLG_PRVDR_NPI_NUM is always present on institutional claims.",V2_MDCR_CLM,PRVDR_BLG_PRVDR_NPI_NUM,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.FAC_PRVDR_NPI_NUM', 'CCLF1.CLM_BLG_PRVDR_NPI_NUM', 'CCLF6.CLM_BLG_PRVDR_NPI_NUM', 'CCLF6.PAYTO_PRVDR_NPI_NUM']","['ORG_NPI_NUM', 'PRVDR_NPI', 'CARR_CLM_BLG_NPI_NUM']","['Basis', 'Regular', 'CMS']"
74,Billing Provider Zip Code,"A FIVE-DIGIT ZIP CODE DEFINED BY THE UNITED STATES POSTAL SERVICE (USPS) THAT IDENTIFIES A DESTINATION POST OFFICE OR DELIVERY AREA ASSOCIATED WITH A BENEFICIARY, PROVIDER, OR CLAIM ADDRESS.    REFERENCE TABLE: GEO_ZIP5_CD",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.contained.where(id = %root.provider.reference.substring(1)).address.postalCode,77550,,V2_MDCR_CLM,CLM_BLG_PRVDR_ZIP5_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,,['PRVDR_ZIP'],"['Basis', 'Regular', 'CMS']"
75,Provider Tax Number,Provider Tax Number,ExplanationOfBenefit,"['DME', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.contained.where(id = %root.provider.reference.substring(1)).identifier.where(system = 'urn:oid:2.16.840.1.113883.4.4').value,,,V2_MDCR_CLM,CLM_BLG_PRVDR_TAX_NUM,,"['FISS', 'MCS', 'NCH', 'VMS']",,,,"['Basis', 'Regular', 'CMS']"
76,Claim Query Code,"INDICATION OF  THE TYPE OF CLAIM RECORD BEING PROCESSED WITH RESPECT TO PAYMENT (DEBIT/CREDIT INDICATOR - ORIGINAL, FULL, REPLACEMENT; INTERIM/FINAL INDICATOR). [HRMZ]        CODE INDICATING THE TYPE OF CLAIM RECORD BEING PROCESSED WITH RESPECT TO PAYMENT (DEBIT/CREDIT INDICATOR; INTERIM/FINAL INDICATOR). [NCH]",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_QUERY_CD').exists()).code.coding.code,3,,V2_MDCR_CLM,CLM_QUERY_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-QUERY-CD,['CCLF1.CLM_QUERY_CD'],"['CARR_CLM_ENTRY_CD', 'CLAIM_QUERY_CODE']","['CMS', 'Basis', 'Regular']"
77,Noncovered Charge Amount,AN AMOUNT IDENTIFYING THE PORTION OF A CHARGE NOT COVERED BY MEDICARE.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.total.where(category.coding.where(system='http://hl7.org/fhir/us/carin-bb/CodeSystem/C4BBAdjudication' and code='noncovered').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_NCVRD_CHRG_AMT').exists()).amount.value,11.5,,V2_MDCR_CLM,CLM_NCVRD_CHRG_AMT,,"['FISS', 'NCH']",,['CCLFA.CLM_NCVRD_CHRG_AMT'],['NCH_IP_NCVRD_CHRG_AMT'],"['Regular', 'CMS']"
78,Inpatient/Outpatient Total Deduction Amount,AN AMOUNT IDENTIFYING THE PORTION APPLIED TOWARD THE DEDUCTIBLE A BENEFICIARY IS RESPONSIBLE FOR.,ExplanationOfBenefit,"['Carrier', 'DME', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.total.where(category.coding.where(system='http://terminology.hl7.org/CodeSystem/adjudication' and code='deductible').exists() and category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_MDCR_DDCTBL_AMT').exists()).amount.value,17.85,,V2_MDCR_CLM,CLM_MDCR_DDCTBL_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLFA.CLM_MDCR_DDCTBL_AMT', 'CCLFB.CLM_MDCR_DDCTBL_AMT']","['NCH_BENE_PTB_DDCTBL_AMT', 'NCH_IP_TOT_DDCTN_AMT', 'CARR_CLM_CASH_DDCTBL_APLD_AMT']","['Regular', 'CMS']"
79,Near Line Record Identification Code,A CODE DEFINING THE TYPE OF CLAIM RECORD BEING PROCESSED.[NCH],ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(code.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-NRLN-RIC-CD').code.coding.code,O,,V2_MDCR_CLM_DCMTN,CLM_NRLN_RIC_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-NRLN-RIC-CD,,['NCH_NEAR_LINE_REC_IDENT_CD'],"['Basis', 'Regular', 'CMS']"
80,Claim Outpatient Service Type Code,CODE INDICATING TYPE AND PRIORITY OF OUTPATIENT  SERVICE. [NCH],ExplanationOfBenefit,['Outpatient'],ExplanationOfBenefit.supportingInfo.where(code.coding.system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-OP-SRVC-TYPE-CD').code.coding.code,3,,V2_MDCR_CLM_INSTNL,CLM_OP_SRVC_TYPE_CD,,['NCH'],https://bluebutton.cms.gov/fhir/CodeSystem/CLM-OP-SRVC-TYPE-CD,['CCLF1.CLM_OP_SRVC_TYPE_CD'],,['CMS']
81,Operating Disproportionate Share Amount,This is one component of the total amount that is payable on prospective payment system (PPS) claims and reflects the DSH (disproportionate share hospital) payments for operating expenses (such as labor) for the claim. NOTE: This field is a sum of the CLM_VAL.CLM_VAL_AMT amounts where CLM_VAL_CD is the disproportionate share code.,ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_OPRTNL_DSPRTNT_AMT').exists()).amount.value,14.14,,,,True,"['FISS', 'NCH']",,['CCLF1.CLM_OPRTNL_DSPRPRTNT_AMT'],['DSH_OP_CLM_VAL_AMT'],['CMS']
82,Operating Indirect Medical Education Amount,"This is one component of the total amount that is payable on PPS claims, and reflects the IME (indirect medical education) payments for operating expenses (such as labor) for the claim.  NOTE: This field is a sum of the CLM_VAL.CLM_VAL_AMT amounts where CLM_VAL_CD is the IME share code.",ExplanationOfBenefit,['Inpatient'],ExplanationOfBenefit.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication' and code='CLM_OPRTNL_IME_AMT').exists()).amount.value,12342.14,,,,True,"['FISS', 'NCH']",,['CCLF1.CLM_OPRTNL_IME_AMT'],['IME_OP_CLM_VAL_AMT'],['CMS']
83,Claim Process Date,"DATE A CLAIM OR PRESCRIPTION DRUG EVENT WAS PROCESSED BY A CMS FRONT END SYSTEM, SUCH AS THE DDPS OPERATIONAL DATA STORE.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_CMS_PROC_DT').exists()).timing,2025-01-01,,V2_MDCR_CLM_DT_SGNTR,CLM_CMS_PROC_DT,,"['FISS', 'NCH']",,,['FI_CLM_PROC_DT'],['CMS']
84,Payment Amount,AN AMOUNT IDENTIFYING HOW MUCH WAS PAID ON AN ADJUDICATED CLAIM.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.payment.amount.value,3.5,,V2_MDCR_CLM,CLM_PMT_AMT,,"['FISS', 'MCS', 'NCH']",,['CCLF1.CLM_PMT_AMT'],['CLM_PMT_AMT'],"['Regular', 'CMS']"
85,Attending Physician NPI,A NUMBER IDENTIFYING THE NATIONAL PROVIDER IDENTIFIER (NPI) OF AN ATTENDING PROVIDER AS SOURCED FROM THE NPI CROSSWALK REFERENCE INFORMATION PROVIDED BY THE NATIONAL PLAN AND PROVIDER ENUMERATION SYSTEM (NPPES).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'attending').exists()).provider.identifier.value,1942945159,,V2_MDCR_CLM,PRVDR_ATNDG_PRVDR_NPI_NUM,,"['FISS', 'NCH']",,"['CCLF1.ATNDG_PRVDR_NPI_NUM', 'CCLF1.CLM_ATNDG_PRVDR_NPI_NUM']",['AT_PHYSN_NPI'],"['Basis', 'Regular', 'CMS']"
86,Operating Physician NPI,A NUMBER IDENTIFYING THE NATIONAL PROVIDER IDENTIFIER (NPI) OF AN OPERATING PROVIDER AS SOURCED FROM THE NPI CROSSWALK REFERENCE INFORMATION PROVIDED BY THE NATIONAL PLAN AND PROVIDER ENUMERATION SYSTEM (NPPES).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.careTeam.where(role.coding.where(code = 'otheroperating').exists()).provider.identifier.value,1942945159,,V2_MDCR_CLM,PRVDR_OPRTG_PRVDR_NPI_NUM,,"['FISS', 'NCH']",,"['CCLF1.OPRTG_PRVDR_NPI_NUM', 'CCLF1.CLM_OPRTG_PRVDR_NPI_NUM']",['OP_PHYSN_NPI'],"['Basis', 'Regular', 'CMS']"
87,Claim Diagnosis Code,"A CODE IDENTIFYING AN INTERNATIONAL CLASSIFICATION OF DISEASES, CLINICAL MODIFICATION (ICD_CM) DIAGNOSIS RELEVANT TO THE SERVICE BEING PROVIDED OR THE REASON FOR THE SERVICE.",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.diagnosis.diagnosis.coding.code,M48.062,"There are rare, rare, instances where these will be ICD-9 codes.",V2_MDCR_CLM_PROD,CLM_DGNS_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF1.PRNCPL_DGNS_CD', 'CCLF1.ADMTG_DGNS_CD', 'CCLF4.CLM_DGNS_CD', 'CCLF5.CLM_DGNS_1_CD', 'CCLF5.CLM_DGNS_2_CD', 'CCLF5.CLM_DGNS_3_CD', 'CCLF5.CLM_DGNS_4_CD', 'CCLF5.CLM_DGNS_5_CD', 'CCLF5.CLM_DGNS_6_CD', 'CCLF5.CLM_DGNS_7_CD', 'CCLF5.CLM_DGNS_8_CD', 'CCLF5.CLM_DGNS_9_CD', 'CCLF5.CLM_DGNS_10_CD', 'CCLF5.CLM_DGNS_11_CD', 'CCLF5.CLM_DGNS_12_CD']","['FST_DGNS_E_CD', 'RSN_VISIT_CD1', 'RSN_VISIT_CD2', 'RSN_VISIT_CD3', 'ICD_DGNS_CD1', 'ICD_DGNS_CD2', 'ICD_DGNS_CD3', 'ICD_DGNS_CD4', 'ICD_DGNS_CD5', 'ICD_DGNS_CD6', 'ICD_DGNS_CD7', 'ICD_DGNS_CD8', 'ICD_DGNS_CD9', 'ICD_DGNS_CD10', 'ICD_DGNS_CD11', 'ICD_DGNS_CD12', 'ICD_DGNS_CD13', 'ICD_DGNS_CD14', 'ICD_DGNS_CD15', 'ICD_DGNS_CD16', 'ICD_DGNS_CD17', 'ICD_DGNS_CD18', 'ICD_DGNS_CD19', 'ICD_DGNS_CD20', 'ICD_DGNS_CD21', 'ICD_DGNS_CD22', 'ICD_DGNS_CD23', 'ICD_DGNS_CD24', 'ICD_DGNS_CD25', 'ICD_DGNS_E_CD1', 'ICD_DGNS_E_CD2', 'ICD_DGNS_E_CD3', 'ICD_DGNS_E_CD4', 'ICD_DGNS_E_CD5', 'ICD_DGNS_E_CD6', 'ICD_DGNS_E_CD7', 'ICD_DGNS_E_CD8', 'ICD_DGNS_E_CD9', 'ICD_DGNS_E_CD10', 'ICD_DGNS_E_CD11', 'ICD_DGNS_E_CD12', 'PRNCPAL_DGNS_CD']","['Basis', 'Regular', 'CMS']"
